tag,text
negative,if you meant to heavy rain n flood in bkk last night lucky i was out of bkk
negative,got another long day of papers and projects tomorrow but this time one of the projects is shaving its been like 2 mths lol man legseww
negative,imm tired of callin amp;amp; hearin other convos i wanaa call himm
negative,ouch thats your achy backso sorry i didnt mean to cause you pain
negative,now aches amp; chills have joined the party why couldnt the cold just go away it had to get worse
negative,loll my dad leavingg and moving to las vegas and myy now ex boyfrienndd is finallly done talking to me and has left me alone
negative,thank you for the follow looking forward to your tweets
negative,ugh migraine
negative,im up getting ready for skill cant wait to fail my bio final yay ugh honor classes suckkkk ):
negative,i need a restful weekend but i will have to work instead
negative,urgh theres a power cut
negative,oh no youre gonna have to break up w/your ups guy when you move
negative,more demon sam i need it to numb the pain xxx
negative,just home from work need to continue packing raerae is gone for the weekend mya and i are hanging out
negative,you guys dont get too drunk without me
negative,i think they are working why eyes are drooping its so weird being under drugs i dont like it cant wait for tomorrow though
negative,is miserable i feel like im gona cry sux
negative,rain rain go away
negative,eh they shut the freeway down omw to a job interview so i guess im gonna be late
negative,moooooooooooooooo lol i copied that lastfm thing you had looks good
negative,vinerinimic special sau probabil un alt weekend pierdut
negative,oh i totally want to see star trek but kristine had already seen it with her hubby
negative,the computers and the ethernet at school are so slow
negative,i felt so sorry for her some people are being really harsh about her cos she was given a 2nd chance
negative,well miss you im sad i didnt get to meet you
negative,omg tony hawks motion on the nintendo ds sucks ass
negative,terence cao overdose im fainting
negative,no more adventure time
negative,what happened to the weather
negative,not only has it broken but its mondaydoes this mean monday can be fixd
negative,part 2: social networking there is even room for people
negative,off topic: missed both motorcades the secret service tricked us all bush clinton
negative,ill in bed my stomach is killing me
negative,i want a new ui but i dont want to actually set it up myself
negative,and this is what happens when swine flu gets to all of us
negative,dallas i have a few questions for you but cant direct to you cause your not following me
negative,im a laid back person for the most part vinny is the opposite guess we compliment each other it will all work out how r u
negative,bah a coworker ran into work late and her bag smacked into my knee it really hurts now
negative,i dont have twitter on my phone its sad
negative,my bad i am always running
negative,happiness comes from withinso the fact that it is a gray rainy monday doesnt bother me well not too much
negative,this is not my day
negative,ok no one was interested in my special now the popcorn is stale what a waste im going to find a homeless person to give it to
negative,en el salon que caliente el blower ouch
negative,kat stewart did a great job with a great character not that i watched underbelly in victoria
negative,ooooh boo we only see each other at the bar (at well) or miss each other ill make a pt of stopping by ;)
negative,ill and bored on bank holiday nothings open bad times film it is
negative,i have tried bulmers pear cider yuk and it made me bad for a few days
negative,im glad that all got cleared up i lah you idk why linda hates me though
negative,youtubes tubes appear to be clogging up somewhat today connection errors a plenty
negative,i thought u were down here so i came down and u were mom said no rj took them
negative,its 630pm sun is setting soon and i should be setting off soon too grab some dinner and catch sitcoms
negative,you guys gonna tour with short stack again i missed your last tour me friend went and said it was mad
negative,my stomach is bleh
negative,i lost that membership when i got boosted to the 3 d club its lonely
